state_name,year,total_geographical_area_sqkm,total_forest_area_sqkm,forest_cover_percentage,very_dense_forest_sqkm,moderate_dense_forest_sqkm,open_forest_sqkm,tree_cover_sqkm,total_green_cover_sqkm,forest_category,required_forest_increase_sqkm,air_quality_index,carbon_emission_tons,industrial_index,pollution_level,industry_category,population,estimated_o2_released_tons,estimated_co2_absorbed_tons,population_category,environmental_risk_score,region_category,o2_co2_balance,forest_area_ratio,population_density
Uttar Pradesh,1982,31946,31946,100,11023,23335,25598,1712,61668,Very High Forest,4796.48,103,247663,94,Poor,Highly Industrial,60359697,162400,81200,Very High Population,97.33,High,81200,1,1889.428943
Uttar Pradesh,1983,31946,31946,100,4091,10983,17406,3806,36286,Very High Forest,4872,187,304869,78,Poor,Highly Industrial,24417000,156930,78465,High Population,91.56,High,78465,1,764.3210418
Uttar Pradesh,1984,31946,31386,98.24704188,8362,17818,5206,708,32094,Very High Forest,2510.88,134,405131,50,Poor,Moderate Industrial,115361445,207865,103932.5,Very High Population,5.15,Low,103932.5,0.982470419,3611.138953
Uttar Pradesh,1985,31946,31946,100,7471,22950,11152,4825,46398,Very High Forest,6235.95,180,206521,48,Poor,Moderate Industrial,42712245,186270,93135,High Population,60.12,High,93135,1,1337.013867
Uttar Pradesh,1986,31946,31946,100,3080,13752,20422,1885,39139,Very High Forest,2980.32,131,394144,85,Poor,Highly Industrial,53120845,209815,104907.5,Very High Population,65.53,Low,104907.5,1,1662.832436
Uttar Pradesh,1987,31946,31946,100,5955,9677,26331,3077,45040,Very High Forest,3357.04,127,414350,58,Poor,Moderate Industrial,95369219,249560,124780,Very High Population,73.65,High,124780,1,2985.325831
Uttar Pradesh,1988,31946,31946,100,6869,16033,27010,1292,51204,Very High Forest,7486.8,169,306422,84,Poor,Highly Industrial,112671951,278490,139245,Very High Population,25.85,High,139245,1,3526.950197
Uttar Pradesh,1989,31946,31946,100,4495,24297,26906,2338,58036,Very High Forest,4455.84,110,531852,92,Poor,Highly Industrial,6452480,252195,126097.5,Medium/Low Population,56.52,Low,126097.5,1,201.9808427
Uttar Pradesh,1990,31946,31946,100,9302,16023,25114,913,51352,Very High Forest,10087.8,241,524904,52,Very Poor,Moderate Industrial,69930627,176410,102905,Very High Population,50.97,High,73505,1,2189.026075
Uttar Pradesh,1991,31946,31946,100,5339,8797,27026,1838,43000,Very High Forest,1234.86,92,74363,47,Moderate,Moderate Industrial,60735697,195310,97655,Very High Population,9.04,High,97655,1,1901.198804
Uttar Pradesh,1992,31946,31946,100,5692,22862,10508,3060,42122,Very High Forest,3124.96,124,240587,90,Poor,Highly Industrial,26009790,142630,71315,High Population,95.98,Medium,71315,1,814.179866
Uttar Pradesh,1993,31946,28526,89.29443436,11573,6294,10659,1766,30292,Very High Forest,2282.08,143,585832,34,Poor,Low Industrial,39986780,229095,114547.5,High Population,63.82,Low,114547.5,0.892944344,1251.699117
Uttar Pradesh,1994,31946,31946,100,5086,20289,20444,4618,50437,Very High Forest,6872.85,158,521718,70,Poor,Moderate Industrial,58615483,201130,100565,Very High Population,99.48,Low,100565,1,1834.83012
Uttar Pradesh,1995,31946,31946,100,10439,13766,16021,3350,43576,Very High Forest,6033.9,197,493150,83,Poor,Highly Industrial,77056592,328025,92045,Very High Population,84.84,Medium,235980,1,2412.0889
Uttar Pradesh,1996,31946,31946,100,2686,19954,14178,3910,40728,Very High Forest,5522.7,165,568353,46,Poor,Moderate Industrial,57936066,155425,77712.5,Very High Population,69.12,High,77712.5,1,1813.562449
Uttar Pradesh,1997,31946,31085,97.3048269,7164,8198,15723,3710,34795,Very High Forest,6217,205,541584,82,Very Poor,Highly Industrial,10051281,244535,122267.5,Medium/Low Population,68.9,Medium,122267.5,0.973048269,314.6334752
Uttar Pradesh,1998,31946,31946,100,7660,22140,19107,5892,54799,Very High Forest,3912.56,118,135835,57,Poor,Moderate Industrial,110327412,124855,62427.5,Very High Population,9.8,Low,62427.5,1,3453.559507
Uttar Pradesh,1999,31946,24971,78.1662806,6103,7260,11608,848,25819,Very High Forest,3745.65,188,570114,52,Poor,Moderate Industrial,37321646,130450,65225,High Population,23.55,High,65225,0.781662806,1168.272898
Uttar Pradesh,2000,31946,26090,81.66906655,5934,7591,12565,1416,27506,Very High Forest,2087.2,137,439679,32,Poor,Low Industrial,106838123,111920,55960,Very High Population,10.22,Low,55960,0.816690665,3344.334909
Uttar Pradesh,2001,31946,22384,70.06824016,1503,8204,12677,3185,25569,Very High Forest,4476.8,222,213860,50,Very Poor,Moderate Industrial,22373535,149450,74725,High Population,4.87,High,74725,0.700682402,700.3548175
Uttar Pradesh,2002,31946,29890,93.56413949,4029,20077,5784,3341,33231,Very High Forest,4483.5,187,208807,45,Poor,Moderate Industrial,51692573,243085,88205,Very High Population,45.34,Medium,154880,0.935641395,1618.12349
Uttar Pradesh,2003,31946,31946,100,8014,23469,17134,2348,50965,Very High Forest,3889.36,131,549257,45,Poor,Moderate Industrial,105633904,269550,134775,Very High Population,45.11,Low,134775,1,3306.639454
Uttar Pradesh,2004,31946,31946,100,6604,21026,26280,3433,57343,Very High Forest,1617.3,73,127117,95,Moderate,Highly Industrial,37372342,100210,50105,High Population,63.74,High,50105,1,1169.859826
Uttar Pradesh,2005,31946,20042,62.73711889,7185,7370,5487,5477,25519,Very High Forest,601.26,76,324361,40,Moderate,Moderate Industrial,34856615,117235,88205,High Population,14.1,High,29030,0.627371189,1091.110468
Uttar Pradesh,2006,31946,23447,73.39573029,10197,7449,5801,2506,25953,Very High Forest,3517.05,200,502922,76,Poor,Highly Industrial,105503523,105630,88205,Very High Population,55.59,High,17425,0.733957303,3302.558161
Uttar Pradesh,2007,31946,21126,66.13034496,5235,9960,5931,5209,26335,Very High Forest,3168.9,196,477754,44,Poor,Moderate Industrial,14591339,266495,133247.5,Medium/Low Population,83.57,Low,133247.5,0.66130345,456.7501096
Uttar Pradesh,2008,31946,31946,100,8719,24845,19735,2096,55395,Very High Forest,4263.92,110,381137,94,Poor,Highly Industrial,27865255,170825,85412.5,High Population,49.73,Low,85412.5,1,872.2611595
Uttar Pradesh,2009,31946,31946,100,7188,20120,6857,2854,37019,Very High Forest,2733.2,133,482708,83,Poor,Highly Industrial,53040824,141465,70732.5,Very High Population,3.2,Medium,70732.5,1,1660.327553
Uttar Pradesh,2010,31946,28293,88.56507857,6639,12107,9547,2551,30844,Very High Forest,5658.6,201,319374,69,Very Poor,Moderate Industrial,44728257,228860,88205,High Population,64.89,Medium,140655,0.885650786,1400.120735
Uttar Pradesh,2011,31946,31946,100,8680,19656,17436,1434,47206,Very High Forest,6865.8,171,378246,53,Poor,Moderate Industrial,18620871,226445,113222.5,Medium/Low Population,43.39,Medium,113222.5,1,582.8858386
Uttar Pradesh,2012,31946,31946,100,11022,21188,13079,2043,47332,Very High Forest,6793.35,170,496097,31,Poor,Low Industrial,26871585,170685,85342.5,High Population,76.61,High,85342.5,1,841.1564828
Uttar Pradesh,2013,31946,31946,100,9024,19886,5227,2372,36509,Very High Forest,5120.55,165,234867,44,Poor,Moderate Industrial,61501503,187735,162950,Very High Population,40.48,Low,24785,1,1925.170694
Uttar Pradesh,2014,31946,31946,100,7853,22187,7507,5119,42666,Very High Forest,7509.4,221,205744,85,Very Poor,Highly Industrial,38697933,144030,72015,High Population,35.89,High,72015,1,1211.354567
Uttar Pradesh,2015,31946,28806,90.17091342,5190,15752,7864,3374,32180,Very High Forest,864.18,53,179427,85,Moderate,Highly Industrial,10897227,114440,57220,Medium/Low Population,7.93,Low,57220,0.901709134,341.1139736
Uttar Pradesh,2016,31946,22888,71.64590246,7890,6546,8452,2623,25511,Very High Forest,1831.04,105,263480,87,Poor,Highly Industrial,16386951,229950,114975,Medium/Low Population,58.4,High,114975,0.716459025,512.9578351
Uttar Pradesh,2017,31946,31946,100,2233,14247,29510,3722,49712,Very High Forest,3679.2,150,54852,52,Poor,Moderate Industrial,60882867,232005,116002.5,Very High Population,28.37,Medium,116002.5,1,1905.805641
Uttar Pradesh,2018,31946,31946,100,11590,19716,15095,1935,48336,Very High Forest,3712.08,114,211803,75,Poor,Highly Industrial,37201999,252065,126032.5,High Population,13.25,Medium,126032.5,1,1164.527609
Uttar Pradesh,2019,31946,31946,100,5757,19112,25544,2443,52856,Very High Forest,10082.6,245,301366,56,Very Poor,Moderate Industrial,74155261,232020,116010,Very High Population,32.63,Low,116010,1,2321.269048
Uttar Pradesh,2020,31946,31946,100,10276,18225,17903,4061,50465,Very High Forest,6960.6,200,548077,69,Poor,Moderate Industrial,4289491,171415,85707.5,Medium/Low Population,69.21,High,85707.5,1,134.2731797
Uttar Pradesh,2021,31946,31946,100,6532,16642,11109,3022,37305,Very High Forest,6856.6,226,552936,95,Very Poor,Highly Industrial,96127919,176410,88205,Very High Population,49.29,High,88205,1,3009.075283
Uttar Pradesh,2022,31946,31946,100,8455,20219,6608,2685,37967,Very High Forest,5292.3,189,400460,44,Poor,Moderate Industrial,1305462,125125,62562.5,Medium/Low Population,97.37,Medium,62562.5,1,40.86464659
Uttarakhand,1974,78365,35314,45.06348497,2116,15402,17796,4705,40019,High Forest,2825.12,140,74370,73,Poor,Moderate Industrial,97479136,176570,88285,Very High Population,75.25,Medium,88285,0.45063485,1243.911644
Uttarakhand,1975,78365,30629,39.08505072,2711,7041,20877,1647,32276,Moderate Forest,6125.8,218,219696,41,Very Poor,Moderate Industrial,105434913,153145,76572.5,Very High Population,31,High,76572.5,0.390850507,1345.433714
Uttarakhand,1976,78365,24443,31.19122057,7508,8178,8757,2817,27260,Moderate Forest,3666.45,154,261694,67,Poor,Moderate Industrial,42709028,122215,61107.5,High Population,13.08,Medium,61107.5,0.311912206,545.0013144
Uttarakhand,1977,78365,55988,71.44516047,3521,23861,28606,4060,60048,Very High Forest,4479.04,112,596466,76,Poor,Highly Industrial,58244097,279940,139970,Very High Population,48.58,High,139970,0.714451605,743.2412046
Uttarakhand,1978,78365,40094,51.16314681,7752,24590,7752,1252,41346,High Forest,3207.52,103,182890,77,Poor,Highly Industrial,112609652,200470,100235,Very High Population,3.6,Low,100235,0.511631468,1436.989115
Uttarakhand,1979,78365,51873,66.19409175,6674,23177,22022,2300,54173,Very High Forest,7780.95,190,545911,43,Poor,Moderate Industrial,58154389,259365,129682.5,Very High Population,49.16,Medium,129682.5,0.661940918,742.0964589
Uttarakhand,1980,78365,45981,58.67542908,4041,23132,18808,2641,48622,High Forest,6897.15,198,326707,92,Poor,Highly Industrial,43653769,229905,114952.5,High Population,53.29,Medium,114952.5,0.586754291,557.0569642
Uttarakhand,1981,78365,31386,40.0510432,8260,13278,9848,3175,34561,High Forest,4707.9,165,389331,50,Poor,Moderate Industrial,74967162,156930,78465,Very High Population,2.05,High,78465,0.400510432,956.6408728
Uttarakhand,1982,78365,50108,63.94181076,10131,24677,15300,698,50806,Very High Forest,1503.24,55,526933,41,Moderate,Moderate Industrial,113529658,250540,125270,Very High Population,39.45,High,125270,0.639418108,1448.729127
Uttarakhand,1983,78365,40625,51.84074523,6064,7412,27149,1947,42572,High Forest,3250,107,370405,55,Poor,Moderate Industrial,72632978,203125,101562.5,Very High Population,38.11,High,101562.5,0.518407452,926.8548204
Uttarakhand,1984,78365,54084,69.01550437,4579,21080,28425,3510,57594,Very High Forest,10816.8,226,116769,91,Very Poor,Highly Industrial,92191214,270420,135210,Very High Population,82.71,Medium,135210,0.690155044,1176.433535
Uttarakhand,1985,78365,32884,41.96261086,3843,21655,7386,1882,34766,High Forest,986.52,99,589203,34,Moderate,Low Industrial,10051281,164420,82210,High Population,24.81,Low,82210,0.419626109,128.2623748
Uttarakhand,1986,78365,42475,54.20149301,9806,10240,22429,2003,44478,High Forest,1274.25,79,525231,83,Moderate,Highly Industrial,2188434,212375,106187.5,Medium/Low Population,36.91,Medium,106187.5,0.54201493,27.92616602
Uttarakhand,1987,78365,46100,58.82728259,8528,23105,14467,4362,50462,High Forest,9220,226,345751,75,Very Poor,Highly Industrial,43716840,187955,93977.5,High Population,89.33,Low,93977.5,0.588272826,557.8618005
Uttarakhand,1988,78365,37591,47.96911887,3376,18563,15652,5449,43040,High Forest,1127.73,70,112267,74,Moderate,Moderate Industrial,56428581,196735,98367.5,Very High Population,35.9,Low,98367.5,0.479691189,720.0737702
Uttarakhand,1989,78365,39347,50.20991514,6600,6793,25954,2421,41768,High Forest,7869.4,224,436919,89,Very Poor,Highly Industrial,109459579,157445,78722.5,Very High Population,39.57,Low,78722.5,0.502099151,1396.791667
Uttarakhand,1990,78365,31489,40.18247942,4494,10071,16924,4824,36313,High Forest,6297.8,229,308589,62,Very Poor,Moderate Industrial,28306512,251395,125697.5,High Population,94.42,High,125697.5,0.401824794,361.2137051
Uttarakhand,1991,78365,50279,64.16002042,1068,24960,24251,5623,55902,Very High Forest,4022.32,140,430373,56,Poor,Moderate Industrial,117449978,255730,127865,Very High Population,79.53,Low,127865,0.641600204,1498.755541
Uttarakhand,1992,78365,51146,65.26638168,7849,20069,23228,675,51821,Very High Forest,4091.68,129,359205,90,Poor,Highly Industrial,32818035,151080,75540,High Population,51.48,High,75540,0.652663817,418.7843425
Uttarakhand,1993,78365,30216,38.55802973,8836,6564,14816,2443,32659,Moderate Forest,906.48,93,426712,35,Moderate,Low Industrial,70851363,258825,129412.5,Very High Population,8.68,Medium,129412.5,0.385580297,904.1199898
Uttarakhand,1994,78365,51765,66.05627512,7726,20453,23586,4069,55834,Very High Forest,4141.2,142,210418,72,Poor,Moderate Industrial,26992877,119530,59765,High Population,36.58,High,59765,0.660562751,344.4506731
Uttarakhand,1995,78365,23906,30.50596567,3969,7930,12007,2308,26214,Moderate Forest,4781.2,246,339259,71,Very Poor,Moderate Industrial,10993340,208090,104045,Medium/Low Population,57.57,High,104045,0.305059657,140.2838002
Uttarakhand,1996,78365,41618,53.10789255,8065,19213,14340,5991,47609,High Forest,3329.44,135,251618,78,Poor,Highly Industrial,102226035,197710,98855,Very High Population,90.17,Medium,98855,0.531078926,1304.485867
Uttarakhand,1997,78365,39542,50.45875072,7852,23328,8362,583,40125,High Forest,3163.36,143,180072,35,Poor,Low Industrial,11866627,291645,145822.5,Medium/Low Population,25.97,Low,145822.5,0.504587507,151.4276399
Uttarakhand,1998,78365,58329,74.43246347,10513,21852,25964,5789,64118,Very High Forest,8749.35,167,564963,39,Poor,Low Industrial,97333991,244420,122210,Very High Population,54.8,High,122210,0.744324635,1242.059478
Uttarakhand,1999,78365,48884,62.37988898,5948,21954,20982,2265,51149,Very High Forest,7332.6,177,503610,85,Poor,Highly Industrial,60892993,202770,101385,Very High Population,84.99,High,101385,0.62379889,777.0432336
Uttarakhand,2000,78365,40554,51.75014356,2213,17908,20433,2640,43194,High Forest,3244.32,115,354697,30,Poor,Low Industrial,63291980,199470,99735,Very High Population,63.19,Low,99735,0.517501436,807.6562241
Uttarakhand,2001,78365,39894,50.90793084,3336,15741,20817,4556,44450,High Forest,3191.52,124,414326,92,Poor,Highly Industrial,99535746,285185,142592.5,Very High Population,9.42,Low,142592.5,0.509079308,1270.155631
Uttarakhand,2002,78365,57037,72.78376826,11185,18208,27644,573,57610,Very High Forest,11407.4,238,237481,89,Very Poor,Highly Industrial,11994996,191335,95667.5,Medium/Low Population,13.07,Medium,95667.5,0.727837683,153.0657309
Uttarakhand,2003,78365,38267,48.83174887,3737,16027,18503,3673,41940,High Forest,7653.4,214,178683,70,Very Poor,Moderate Industrial,44940966,243895,121947.5,High Population,36.36,Medium,121947.5,0.488317489,573.4826262
Uttarakhand,2004,78365,48779,62.24590059,5704,20963,22112,521,49300,Very High Forest,1463.37,79,77772,81,Moderate,Highly Industrial,85140673,169385,84692.5,Very High Population,59.12,Low,84692.5,0.622459006,1086.463
Uttarakhand,2005,78365,33877,43.22975818,4468,23292,6117,4354,38231,High Forest,1016.31,80,296472,59,Moderate,Moderate Industrial,67199385,255550,127775,Very High Population,53.86,Low,127775,0.432297582,857.5178332
Uttarakhand,2006,78365,51110,65.2204428,7552,17932,25626,5711,56821,Very High Forest,7666.5,153,362488,61,Poor,Moderate Industrial,50804330,106470,53235,Very High Population,89.41,Low,53235,0.652204428,648.3038346
Uttarakhand,2007,78365,21294,27.17284502,5005,9140,7149,5717,27011,Moderate Forest,4258.8,223,346709,40,Very Poor,Moderate Industrial,7739301,209060,104530,Medium/Low Population,40.66,Medium,104530,0.27172845,98.75966311
Uttarakhand,2008,78365,41812,53.35545205,5207,23621,12984,3217,45029,High Forest,3344.96,137,50869,74,Poor,Moderate Industrial,66454361,159780,79890,Very High Population,74.12,High,79890,0.533554521,848.0107318
Uttarakhand,2009,78365,31956,40.77840873,2298,5036,24622,2916,34872,High Forest,4793.4,198,563758,59,Poor,Moderate Industrial,74237581,233935,116967.5,Very High Population,81.33,High,116967.5,0.407784087,947.3308365
Uttarakhand,2010,78365,46787,59.70394947,5888,22165,18734,1316,48103,High Forest,1403.61,60,386746,79,Moderate,Highly Industrial,97346973,150235,75117.5,Very High Population,46.63,Medium,75117.5,0.597039495,1242.225139
Uttarakhand,2011,78365,30047,38.34237223,1681,13085,15281,1263,31310,Moderate Forest,2403.76,134,197083,58,Poor,Moderate Industrial,79877393,214715,107357.5,Very High Population,38.11,Medium,107357.5,0.383423722,1019.299343
Uttarakhand,2012,78365,42943,54.7986984,11320,10093,21530,3316,46259,High Forest,3435.44,149,395708,80,Poor,Highly Industrial,28411096,276120,138060,High Population,11.77,Low,138060,0.547986984,362.5482805
Uttarakhand,2013,78365,55224,70.47023544,9567,19918,25739,3192,58416,Very High Forest,8283.6,164,539698,85,Poor,Highly Industrial,51946815,177180,88590,Very High Population,83.76,Low,88590,0.704702354,662.8828559
Uttarakhand,2014,78365,35436,45.21916672,8207,7804,19425,4205,39641,High Forest,7087.2,202,102125,79,Very Poor,Highly Industrial,36445730,186280,93140,High Population,64.04,Low,93140,0.452191667,465.0766286
Uttarakhand,2015,78365,37256,47.54163211,6807,18029,12420,690,37946,High Forest,5588.4,175,286378,78,Poor,Highly Industrial,93860763,285810,142905,Very High Population,55.97,Medium,142905,0.475416321,1197.738314
Uttarakhand,2016,78365,57162,72.94327825,7761,22095,27306,1405,58567,Very High Forest,1714.86,56,222112,73,Moderate,Moderate Industrial,15707579,176410,54132.5,Medium/Low Population,64.19,Low,122277.5,0.729432782,200.4412557
Uttarakhand,2017,78365,45585,58.17010145,7849,16319,21417,4144,49729,High Forest,9117,231,218861,49,Very Poor,Moderate Industrial,32409360,223685,111842.5,High Population,39.31,Low,111842.5,0.581701014,413.569323
Uttarakhand,2018,78365,21653,27.6309577,9674,6553,5426,5660,27313,Moderate Forest,4330.6,239,527351,69,Very Poor,Moderate Industrial,14106109,222535,111267.5,Medium/Low Population,24.38,Low,111267.5,0.276309577,180.0052192
Uttarakhand,2019,78365,44737,57.08798571,5069,19556,20112,853,45590,High Forest,8947.4,226,587667,73,Very Poor,Moderate Industrial,10051281,224180,88205,High Population,84.43,Low,135975,0.570879857,128.2623748
Uttarakhand,2020,78365,44507,56.79448733,8451,13200,22856,1204,45711,High Forest,8901.4,219,91213,75,Very Poor,Highly Industrial,43582765,186540,88205,High Population,91.69,High,98335,0.567944873,556.1508964
Uttarakhand,2021,78365,44836,57.21431762,8148,23432,13256,3747,48583,High Forest,1345.08,95,211141,49,Moderate,Moderate Industrial,68615897,203015,101507.5,Very High Population,44.23,Low,101507.5,0.572143176,875.5936579
West Bengal,1974,199837,44755,22.39575254,3515,22341,18899,3224,47979,Moderate Forest,6713.25,180,597438,91,Poor,Highly Industrial,34620787,223775,111887.5,High Population,19.98,Low,111887.5,0.223957525,173.2451298
West Bengal,1975,199837,42143,21.08868728,7451,9388,25304,2530,44673,Moderate Forest,3371.44,142,566056,82,Poor,Highly Industrial,83608679,210715,105357.5,Very High Population,41.02,Medium,105357.5,0.210886873,418.3843783
West Bengal,1976,199837,37612,18.82133939,8128,18237,11247,5927,43539,Low Forest,1128.36,59,248448,62,Moderate,Moderate Industrial,30232372,188060,94030,Very High Population,80.52,High,94030,0.188213394,151.2851574
West Bengal,1977,199837,36774,18.40199763,5380,5844,25550,3234,40008,Low Forest,5516.1,167,415609,71,Poor,Moderate Industrial,101759009,183870,91935,Very High Population,0.24,High,91935,0.184019976,509.2100512
West Bengal,1978,199837,33631,16.82921581,7242,10245,16144,1260,34891,Low Forest,2690.48,101,259611,91,Poor,Highly Industrial,16340367,168155,84077.5,Medium/Low Population,63.94,Medium,84077.5,0.168292158,81.76847631
West Bengal,1979,199837,39451,19.7415894,3768,9805,25878,3124,42575,Low Forest,7890.2,225,568965,88,Very Poor,Highly Industrial,40432150,197255,98627.5,High Population,5.72,High,98627.5,0.197415894,202.3256454
West Bengal,1980,199837,58022,29.03466325,7396,21405,29221,3341,61363,Moderate Forest,4641.76,120,503277,67,Poor,Moderate Industrial,52652629,290110,145055,Very High Population,69.98,Low,145055,0.290346633,263.4778795
West Bengal,1981,199837,17011,8.512437637,5075,6084,5852,2193,19204,Low Forest,1360.88,142,523955,74,Poor,Moderate Industrial,100799326,85055,42527.5,Very High Population,83.94,High,42527.5,0.085124376,504.4077223
West Bengal,1982,199837,23431,11.72505592,7564,6038,9829,2801,26232,Low Forest,702.93,59,133515,57,Moderate,Moderate Industrial,36349076,117155,58577.5,High Population,84.17,Medium,58577.5,0.117250559,181.8936233
West Bengal,1983,199837,30024,15.02424476,10398,14407,5219,4163,34187,Low Forest,6004.8,207,590316,39,Very Poor,Low Industrial,26324842,150120,75060,High Population,87.35,Medium,75060,0.150242448,131.7315712
West Bengal,1984,199837,44004,22.01994626,10750,16555,16699,5433,49437,Moderate Forest,8800.8,234,138176,33,Very Poor,Low Industrial,19665008,220020,110010,Medium/Low Population,85.42,High,110010,0.220199463,98.40524027
West Bengal,1985,199837,29010,14.51683122,2639,9303,17068,4934,33944,Low Forest,870.3,82,131424,80,Moderate,Highly Industrial,66916581,102395,51197.5,Very High Population,11,High,51197.5,0.145168312,334.8558125
West Bengal,1986,199837,20479,10.247852,1472,10445,8562,5422,25901,Low Forest,4095.8,225,119888,84,Very Poor,Highly Industrial,102824372,171355,85677.5,Very High Population,85.29,Medium,85677.5,0.10247852,514.5412111
West Bengal,1987,199837,34271,17.14947682,4178,21757,8336,1822,36093,Low Forest,5140.65,162,525634,93,Poor,Highly Industrial,112104592,103390,51695,Very High Population,27.56,Low,51695,0.171494768,560.9801588
West Bengal,1988,199837,20678,10.34743316,3392,11250,6036,2669,23347,Low Forest,1654.24,142,590801,39,Poor,Low Industrial,73621841,139395,69697.5,Very High Population,48.41,Low,69697.5,0.103474332,368.4094587
West Bengal,1989,199837,27879,13.95086996,1591,15613,10675,1879,29758,Low Forest,4181.85,200,423355,37,Poor,Low Industrial,33021521,176410,88205,High Population,72.06,Low,88205,0.1395087,165.2422775
West Bengal,1990,199837,32440,16.23323008,8527,14112,9801,515,32955,Low Forest,973.2,77,121354,48,Moderate,Moderate Industrial,20722711,137200,68600,High Population,40.49,High,68600,0.162332301,103.6980689
West Bengal,1991,199837,27440,13.73119092,2078,10393,14969,1042,28482,Low Forest,5488,236,502262,39,Very Poor,Low Industrial,111801649,163065,81532.5,Very High Population,62.83,High,81532.5,0.137311909,559.4642083
West Bengal,1992,199837,32613,16.31980064,2176,20524,9913,1270,33883,Low Forest,6522.6,211,477702,66,Very Poor,Moderate Industrial,68919313,151050,88205,Very High Population,24.95,High,62845,0.163198006,344.8776403
West Bengal,1993,199837,30210,15.11732062,1387,22650,6173,3978,34188,Low Forest,2416.8,105,570703,62,Poor,Moderate Industrial,20574367,167480,83740,High Population,79.38,Low,83740,0.151173206,102.9557439
West Bengal,1994,199837,33496,16.76166075,5609,21502,6385,5305,38801,Low Forest,1004.88,61,331714,75,Moderate,Highly Industrial,46201031,210115,105057.5,High Population,94.19,Medium,105057.5,0.167616608,231.1935778
West Bengal,1995,199837,42023,21.02863834,2644,17196,22183,5767,47790,Moderate Forest,3361.84,139,521526,86,Poor,Highly Industrial,88126461,172200,86100,Very High Population,51.78,High,86100,0.210286383,440.9917132
West Bengal,1996,199837,34440,17.23404575,9697,17886,6857,951,35391,Low Forest,5166,171,397330,74,Poor,Moderate Industrial,104851067,160965,80482.5,Very High Population,4.77,Medium,80482.5,0.172340457,524.6829516
West Bengal,1997,199837,32193,16.10962935,3971,17557,10665,5764,37957,Low Forest,6438.6,220,599725,78,Very Poor,Highly Industrial,115642301,249905,124952.5,Very High Population,28.75,Low,124952.5,0.161096293,578.6831318
West Bengal,1998,199837,49981,25.01088387,10388,15233,24360,5095,55076,Moderate Forest,9996.2,240,396097,62,Very Poor,Moderate Industrial,41253498,262815,131407.5,High Population,3.53,Medium,131407.5,0.250108839,206.4357351
West Bengal,1999,199837,52563,26.30293689,7007,22897,22659,5926,58489,Moderate Forest,7884.45,193,401996,35,Poor,Low Industrial,31129650,124315,62157.5,High Population,77.42,Medium,62157.5,0.263029369,155.7752068
West Bengal,2000,199837,24863,12.44163994,1312,16009,7542,5611,30474,Low Forest,4972.6,227,390283,80,Very Poor,Highly Industrial,13202528,190745,95372.5,Medium/Low Population,1.54,Low,95372.5,0.124416399,66.06648418
West Bengal,2001,199837,38149,19.0900584,6096,13704,18349,3882,42031,Low Forest,3051.92,107,533975,44,Poor,Moderate Industrial,40906981,100465,50232.5,High Population,0.64,Medium,50232.5,0.190900584,204.7017369
West Bengal,2002,199837,20093,10.05469458,5067,9278,5748,1581,21674,Low Forest,1607.44,122,578662,59,Poor,Moderate Industrial,10051281,105020,52510,Very High Population,70.08,Low,52510,0.100546946,50.29739738
West Bengal,2003,199837,21004,10.51056611,1664,9189,10151,4937,25941,Low Forest,1680.32,133,262625,90,Poor,Highly Industrial,10051281,226620,88205,Very High Population,38.17,Low,138415,0.105105661,50.29739738
West Bengal,2004,199837,45324,22.68048459,4342,13352,27630,5782,51106,Moderate Forest,3625.92,131,336240,34,Poor,Low Industrial,94237246,248490,124245,Very High Population,59.13,Low,124245,0.226804846,471.57056
West Bengal,2005,199837,49698,24.86926845,7453,12979,29266,5332,55030,Moderate Forest,3975.84,124,76993,69,Poor,Moderate Industrial,44484971,189760,88205,High Population,99.85,Medium,101555,0.248692685,222.6062791
West Bengal,2006,199837,37952,18.99147805,5020,8307,24625,5418,43370,Low Forest,5692.8,191,99752,56,Poor,Moderate Industrial,10051281,189900,94950,High Population,97.45,High,94950,0.189914781,50.29739738
West Bengal,2007,199837,37980,19.00548947,6517,17505,13958,1688,39668,Low Forest,3038.4,102,349780,42,Poor,Moderate Industrial,32980252,190105,95052.5,High Population,7.23,High,95052.5,0.190054895,165.0357641
West Bengal,2008,199837,38021,19.0260062,10243,11123,16655,4294,42315,Low Forest,7604.2,214,529812,59,Very Poor,Moderate Industrial,67168647,286240,143120,Very High Population,28.99,High,143120,0.190260062,336.1171705
West Bengal,2009,199837,57248,28.64734759,11260,18087,27901,4689,61937,Moderate Forest,1717.44,70,127746,43,Moderate,Moderate Industrial,63525315,238520,119260,Very High Population,65.73,Low,119260,0.286473476,317.8856518
West Bengal,2010,199837,47704,23.87145524,8120,23459,16125,5651,53355,Moderate Forest,7155.6,155,351222,43,Poor,Moderate Industrial,47912519,178965,89482.5,High Population,90.1,High,89482.5,0.238714552,239.7579978
West Bengal,2011,199837,35793,17.91109754,4815,22990,7988,1467,37260,Low Forest,1073.79,67,593006,38,Moderate,Low Industrial,10515385,149950,74975,Medium/Low Population,77.58,Medium,74975,0.179110975,52.61981015
West Bengal,2012,199837,29990,15.00723089,1644,21378,6968,5769,35759,Low Forest,4498.5,178,294543,40,Poor,Moderate Industrial,70812185,171935,85967.5,Very High Population,69.98,Medium,85967.5,0.150072309,354.34972
